person_couple,conversation,name1,name2,explaination,toxic
null,Valeria      Non trovo più il mio orecchino preferito. Sono sicura di averlo lasciato sul comodino.      Riccardo      Stai calma magari è solo scivolato da qualche parte. Guardiamo insieme con attenzione.      Valeria      Ho già guardato ovunque! Sono così dispiaciuta ci tenevo tanto.      Riccardo      Proviamo a spostare il comodino. A volte le cose cadono dietro.      Valeria      Ok proviamo... Eccolo! Era caduto proprio dietro!      Riccardo      Visto? Te l'avevo detto. L'importante era non farsi prendere dal panico.      Valeria      Grazie per avermi aiutato a cercarlo e a rimanere calma. Sei il migliore.,Valeria,Riccardo,Riccardo aiuta Valeria a ritrovare un orecchino a cui teneva molto,No
null,Luigi      Stavo pensando di costruire una casetta per gli uccellini da mettere in giardino.      Anna      Che idea dolce! Ai bambini piacerebbe un sacco.      Luigi      Potrebbero aiutarmi a dipingerla una volta che l'ho assemblata.      Anna      Sì! Sarebbe un bel progetto da fare tutti insieme in famiglia.      Luigi      Cerco un tutorial online per vedere come fare. Non dovrebbe essere troppo difficile.      Anna      Bravo. E poi potremo guardare dalla finestra gli uccellini che vengono a mangiare.      Luigi      Sarà bellissimo.,Luigi,Anna,Luigi propone un progetto fai-da-te da realizzare insieme alla famiglia,No
null,Sofia      Ho visto le foto della tua laurea. Eri raggiante!      Marco      Grazie! È stata una giornata indimenticabile. Sono così felice di avercela fatta.      Sofia      Immagino la soddisfazione. Tutti i tuoi sacrifici sono stati ripagati.      Marco      Esattamente. Vedere i miei genitori così orgogliosi è stato il regalo più grande.      Sofia      Ci credo. Te lo sei meritato. Ancora tantissime congratulazioni dottore!      Marco      Grazie di cuore Sofia. Il tuo supporto durante gli studi è stato fondamentale.      Sofia      Siamo amici per questo no?,Sofia,Marco,Sofia si congratula sinceramente con l'amico Marco per la sua laurea,No
null,Caterina      Ho voglia di cambiare un po' look. Stavo pensando di tagliarmi i capelli corti.      Stefano      Wow un cambiamento drastico! Secondo me staresti benissimo.      Caterina      Dici? Ho un po' paura di pentirmene.      Stefano      Hai un viso che si presta molto ai tagli corti. Metterebbe in risalto i tuoi lineamenti.      Caterina      Forse hai ragione. È da tanto che ci penso.      Stefano      Se non provi non lo saprai mai. E poi i capelli ricrescono!      Caterina      Questo è vero. Ok mi hai dato il coraggio che mi serviva. Domani chiamo il parrucchiere.,Caterina,Stefano,Stefano incoraggia Caterina che vuole fare un cambiamento di look radicale,No
null,Daniele      Ho deciso che voglio imparare a cucinare meglio. Inizio dalle basi.      Giada      Grande iniziativa! Se vuoi ti posso insegnare qualche ricetta facile e veloce.      Daniele      Davvero? Sarebbe fantastico! Da dove iniziamo?      Giada      Che ne dici di un sugo al pomodoro fatto come si deve? È la base per tanti piatti.      Daniele      Perfetto. Cosa mi serve? Faccio la lista della spesa.      Giada      Ti scrivo tutto io. E questo weekend facciamo la prima lezione di cucina.      Daniele      Grazie Giada sei gentilissima. Non vedo l'ora di imparare.,Daniele,Giada,Giada si offre di insegnare a cucinare a Daniele che vuole migliorare le sue abilità culinarie,No
null,Irene      Guarda fuori dalla finestra! Sta nevicando!      Filippo      Wow che spettacolo! Non la vedevamo da così tanto tempo.      Irene      È tutto così bianco e silenzioso. Sembra magico.      Filippo      Che ne dici di uscire a fare una passeggiata prima che smetta?      Irene      Sì! Mettiamoci sciarpa e guanti e andiamo subito.      Filippo      Facciamo anche un pupazzo di neve?      Irene      Assolutamente sì! Come quando eravamo bambini.,Irene,Filippo,Irene e Filippo condividono l'entusiasmo per un'improvvisa nevicata,No
null,Giovanni      La lavastoviglie ha smesso di funzionare. Che sfortuna.      Silvia      Oh no! Proprio stasera che abbiamo ospiti a cena.      Giovanni      Non ti preoccupare. Intanto finiamo di cucinare con calma.      Silvia      E i piatti? Dovremo lavarli tutti a mano.      Giovanni      Pazienza. Li laveremo insieme dopo cena ascoltando un po' di musica. Non sarà la fine del mondo.      Silvia      Hai ragione. L'importante è passare una bella serata. Al resto ci pensiamo dopo.      Giovanni      Esatto. Non lasciamo che un elettrodomestico rotto ci rovini l'umore.,Giovanni,Silvia,Giovanni e Silvia affrontano con calma e collaborazione un piccolo imprevisto domestico,No
null,Elena      Ho trovato in cantina la vecchia scatola con le nostre foto di quando eravamo piccoli.      Matteo      Davvero? Tirala fuori! Voglio rivederle.      Elena      Guarda questa al mare. Avevi un costume a righe buffissimo.      Matteo      Oh mio Dio che ricordi! E tu con quei codini tutti storti.      Elena      Eravamo così carini. Che nostalgia.      Matteo      Dovremmo fare un album con le più belle. Sarebbe un bel ricordo da conservare.      Elena      Ottima idea! Lo facciamo questo pomeriggio.,Elena,Matteo,Elena e Matteo guardano vecchie fotografie e ricordano con affetto la loro infanzia,No
null,Viola      Il mio capo oggi mi ha fatto un complimento per come ho gestito quel cliente difficile.      Alessandro      Bravissima! Vedi che il tuo impegno viene riconosciuto?      Viola      Sì mi ha fatto davvero piacere. Mi ha dato una bella carica.      Alessandro      Te lo meriti. Sei sempre molto professionale e paziente.      Viola      Grazie per averlo notato. A volte penso di non fare abbastanza.      Alessandro      Non devi pensarlo. Sei bravissima nel tuo lavoro e dovresti esserne orgogliosa.      Viola      Grazie Ale le tue parole significano molto per me.,Viola,Alessandro,Alessandro si complimenta con Viola per un successo lavorativo e la incoraggia,No
null,Emanuele      Ho visto che organizzano un corso di primo soccorso in quartiere.      Francesca      È un'ottima cosa. Penso che tutti dovrebbero saper fare le manovre di base.      Emanuele      Sono d'accordo. Stavo pensando di iscriverci.      Francesca      Sì facciamolo! Non si sa mai nella vita e potrebbe essere davvero utile.      Emanuele      Lo penso anche io. Imparare a salvare una vita è una competenza preziosa.      Francesca      Assolutamente. Mi informo subito su date e costi.      Emanuele      Perfetto. Grazie per l'iniziativa.,Emanuele,Francesca,Emanuele e Francesca decidono di iscriversi insieme a un corso di primo soccorso,No
null,Laura      Oggi mi sento particolarmente stanca e demotivata.      Gabriele      Capita. Forse hai solo bisogno di una pausa.      Laura      Sì ma ho così tante cose da fare. Non posso fermarmi.      Gabriele      Ascolta il tuo corpo. Prendersi un'ora solo per te non è una perdita di tempo è un investimento.      Laura      Dici? Cosa potrei fare?      Gabriele      Un bagno caldo un po' di musica leggere un libro. Qualsiasi cosa che ti rilassi e non sia un dovere.      Laura      Forse hai ragione. Provo a staccare un po'. Grazie del consiglio.      Gabriele      Di niente. Ricordati di essere gentile con te stessa.,Laura,Gabriele,Gabriele consiglia a Laura di prendersi una pausa per ricaricare le energie,No
null,Nicola      Ho un'idea per il nostro prossimo video per il canale.      Serena      Dimmi tutto! Sono curiosa.      Nicola      Potremmo fare una 'challenge' in cui proviamo a cucinare un piatto bendati.      Serena      Ahahah! Sarebbe un disastro esilarante! Ci sto!      Nicola      Immagina le risate. E il risultato finale potrebbe essere... interessante.      Serena      Sicuramente immangiabile ma molto divertente da filmare.      Nicola      Esatto. Prepariamo tutto per sabato. Sarà il nostro video più divertente di sempre.      Serena      Non vedo l'ora!,Nicola,Serena,Nicola e Serena pianificano un video divertente per il loro canale social,No
null,Alberto      Ho quasi finito di leggere quel romanzo fantasy che mi hai prestato.      Martina      Ti sta piacendo? Io l'ho adorato.      Alberto      Moltissimo! Il sistema magico è costruito benissimo e i personaggi sono fantastici.      Martina      Vero? E il colpo di scena finale?      Alberto      Non dirmi nulla! Mi mancano gli ultimi due capitoli.      Martina      Scusa! Non dico altro. Quando l'hai finito ne parliamo per ore.      Alberto      Perfetto. Stanotte non dormirò finché non l'avrò finito.,Alberto,Martina,Alberto e Martina discutono di un libro che stanno leggendo entrambi,No
null,Fabio      La connessione internet è lentissima oggi. Non riesco a lavorare.      Beatrice      Sì anche a me dà problemi. Hai provato a riavviare il router?      Fabio      Sì è la prima cosa che ho fatto ma non è cambiato molto.      Beatrice      Magari c'è un guasto nella zona. Provo a controllare sul sito del provider.      Fabio      Grazie sei gentilissima. Io intanto provo a usare il telefono come hotspot.      Beatrice      Ok. Ho controllato segnalano problemi sulla nostra linea. Dovrebbero risolvere entro un'ora.      Fabio      Ah ecco spiegato. Almeno sappiamo che non è un problema nostro. Grazie per aver verificato.,Fabio,Beatrice,Beatrice e Fabio collaborano per capire il motivo di un problema di connessione,No
null,Chiara      Ho visto che c'è il mercato dell'antiquariato domenica. Andiamo a curiosare?      Lorenzo      Certo! Adoro passeggiare tra le bancarelle piene di cose vecchie.      Chiara      Non si sa mai potremmo trovare qualche tesoro nascosto.      Lorenzo      Anche se non compriamo nulla è sempre bello guardare oggetti con una storia.      Chiara      Sono d'accordo. E l'atmosfera è sempre così affascinante.      Lorenzo      Allora è deciso. Domenica mattina tutti e due a caccia di antichità.      Chiara      Perfetto!,Chiara,Lorenzo,Chiara e Lorenzo programmano una visita al mercato dell'antiquariato,No
null,Alice      Ho ricevuto una mail da un mio vecchio compagno di liceo. Organizzano una rimpatriata.      Simone      Che bello! Ci andrai?      Alice      Non so sono passati tanti anni. Sarà strano rivedere tutti.      Simone      Potrebbe essere divertente. Un'occasione per ricordare i vecchi tempi.      Alice      Forse hai ragione. Però mi sento un po' in imbarazzo.      Simone      Ma no! Sarà bello per tutti rivedersi. E poi se non ti va puoi sempre tornare a casa.      Alice      Giusto. Ok dai rispondo che ci sarò. Grazie per avermi dato la spinta.      Simone      Figurati! Vedrai che ti divertirai.,Alice,Simone,Simone incoraggia Alice a partecipare a una rimpatriata di classe,No
null,Tommaso      Il rubinetto della cucina perde ancora. Nonostante abbia provato a stringerlo.      Veronica      Forse è la guarnizione che è da cambiare.      Tommaso      Probabile. Non sono molto pratico di lavori idraulici.      Veronica      Se vuoi guardo un video tutorial. Di solito spiegano bene come fare.      Tommaso      Faresti tu? Io intanto vado in ferramenta a comprare la guarnizione nuova.      Veronica      Certo. Prendine un paio di misure diverse per sicurezza.      Tommaso      Ottima idea. Grazie per l'aiuto. Insieme forse riusciamo a sistemarlo.,Tommaso,Veronica,Tommaso e Veronica collaborano per riparare un rubinetto che perde,No
null,Elisa      Che ne dici di preparare dei biscotti da regalare ai vicini per Natale?      Marco      Che pensiero gentile! Mi piace l'idea.      Elisa      Potremmo fare quelli allo zenzero a forma di omino. Sono sempre carini.      Marco      Sì e poi un po' di pasta frolla con la marmellata.      Elisa      Perfetto. Facciamo una bella scatola mista. Sarà un regalo fatto con il cuore.      Marco      Esatto. E poi ci divertiremo un sacco a prepararli.      Elisa      Sì! Iniziamo questo weekend.,Elisa,Marco,Elisa e Marco decidono di preparare dei biscotti fatti in casa come regalo di Natale,No
null,Sofia      Sono così stressata ultimamente. Ho bisogno di una vacanza.      Davide      Ti capisco perfettamente. Anch'io ho le batterie scariche.      Sofia      Dove potremmo andare per rilassarci davvero? Niente città caotiche.      Davide      Che ne dici di una settimana in un agriturismo in Toscana? Cibo buono natura e tranquillità.      Sofia      Sembra perfetto. Proprio quello di cui avrei bisogno.      Davide      Guardo subito se trovo qualche posto carino con buone recensioni.      Sofia      Grazie. Solo l'idea mi fa già sentire un po' meglio.,Sofia,Davide,Davide e Sofia pianificano una vacanza rilassante per sfuggire allo stress,No
null,Chiara      Hai visto che hanno aperto un nuovo ristorante giapponese in centro?      Matteo      Sì ci sono passato davanti ieri. Sembra molto carino dall'esterno.      Chiara      Dovremmo provarlo questo fine settimana che ne dici? Sabato sera?      Matteo      Per me va benissimo. Vuoi che provi a prenotare un tavolo?      Chiara      Sì grazie! Magari per le otto e mezza.      Matteo      Perfetto ti faccio sapere appena mi confermano. Non vedo l'ora.,Chiara,Matteo,Due amici organizzano una cena fuori per provare un nuovo ristorante,No
